sprint,fecha_inicio,año,semana,equipo,velocidad_puntos_historia,tendencia,rendimiento
Sprint_248,2024-09-29,2024,39,Equipo Seguridad,49,Creciente,Buen rendimiento
Sprint_248,2024-09-29,2024,39,Equipo Datos,61,Creciente,Buen rendimiento
Sprint_248,2024-09-29,2024,39,Equipo Integración,69,Creciente,Buen rendimiento
Sprint_249,2024-10-06,2024,40,Equipo Desarrollo,52,Creciente,Buen rendimiento
Sprint_249,2024-10-06,2024,40,Equipo Infraestructura,52,Creciente,Buen rendimiento
Sprint_249,2024-10-06,2024,40,Equipo Seguridad,69,Creciente,Buen rendimiento
Sprint_249,2024-10-06,2024,40,Equipo Datos,47,Creciente,Buen rendimiento
Sprint_249,2024-10-06,2024,40,Equipo Integración,59,Creciente,Buen rendimiento
Sprint_250,2024-10-13,2024,41,Equipo Desarrollo,58,Creciente,Buen rendimiento
Sprint_250,2024-10-13,2024,41,Equipo Infraestructura,69,Creciente,Buen rendimiento
Sprint_250,2024-10-13,2024,41,Equipo Seguridad,63,Creciente,Buen rendimiento
Sprint_250,2024-10-13,2024,41,Equipo Datos,67,Creciente,Buen rendimiento
Sprint_250,2024-10-13,2024,41,Equipo Integración,30,Decreciente,Posible sobrecarga
Sprint_251,2024-10-20,2024,42,Equipo Desarrollo,54,Creciente,Buen rendimiento
Sprint_251,2024-10-20,2024,42,Equipo Infraestructura,38,Estable,Buen rendimiento
Sprint_251,2024-10-20,2024,42,Equipo Seguridad,57,Creciente,Buen rendimiento
Sprint_251,2024-10-20,2024,42,Equipo Datos,50,Creciente,Buen rendimiento
Sprint_251,2024-10-20,2024,42,Equipo Integración,32,Decreciente,Posible sobrecarga
Sprint_252,2024-10-27,2024,43,Equipo Desarrollo,47,Creciente,Buen rendimiento
Sprint_252,2024-10-27,2024,43,Equipo Infraestructura,38,Estable,Buen rendimiento
Sprint_252,2024-10-27,2024,43,Equipo Seguridad,53,Creciente,Buen rendimiento
Sprint_252,2024-10-27,2024,43,Equipo Datos,34,Decreciente,Posible sobrecarga
Sprint_252,2024-10-27,2024,43,Equipo Integración,57,Creciente,Buen rendimiento
Sprint_253,2024-11-03,2024,44,Equipo Desarrollo,54,Creciente,Buen rendimiento
Sprint_253,2024-11-03,2024,44,Equipo Infraestructura,27,Decreciente,Posible sobrecarga
Sprint_253,2024-11-03,2024,44,Equipo Seguridad,59,Creciente,Buen rendimiento
Sprint_253,2024-11-03,2024,44,Equipo Datos,42,Estable,Buen rendimiento
Sprint_253,2024-11-03,2024,44,Equipo Integración,32,Decreciente,Posible sobrecarga
Sprint_254,2024-11-10,2024,45,Equipo Desarrollo,66,Creciente,Buen rendimiento
Sprint_254,2024-11-10,2024,45,Equipo Infraestructura,46,Creciente,Buen rendimiento
Sprint_254,2024-11-10,2024,45,Equipo Seguridad,34,Decreciente,Posible sobrecarga
Sprint_254,2024-11-10,2024,45,Equipo Datos,63,Creciente,Buen rendimiento
Sprint_254,2024-11-10,2024,45,Equipo Integración,69,Creciente,Buen rendimiento
Sprint_255,2024-11-17,2024,46,Equipo Desarrollo,35,Decreciente,Posible sobrecarga
Sprint_255,2024-11-17,2024,46,Equipo Infraestructura,37,Estable,Buen rendimiento
Sprint_255,2024-11-17,2024,46,Equipo Seguridad,34,Decreciente,Posible sobrecarga
Sprint_255,2024-11-17,2024,46,Equipo Datos,38,Estable,Buen rendimiento
Sprint_255,2024-11-17,2024,46,Equipo Integración,63,Creciente,Buen rendimiento
Sprint_256,2024-11-24,2024,47,Equipo Desarrollo,58,Creciente,Buen rendimiento
Sprint_256,2024-11-24,2024,47,Equipo Infraestructura,40,Estable,Buen rendimiento
Sprint_256,2024-11-24,2024,47,Equipo Seguridad,32,Decreciente,Posible sobrecarga
Sprint_256,2024-11-24,2024,47,Equipo Datos,68,Creciente,Buen rendimiento
Sprint_256,2024-11-24,2024,47,Equipo Integración,65,Creciente,Buen rendimiento
Sprint_257,2024-12-01,2024,48,Equipo Desarrollo,70,Creciente,Buen rendimiento
Sprint_257,2024-12-01,2024,48,Equipo Infraestructura,49,Creciente,Buen rendimiento
Sprint_257,2024-12-01,2024,48,Equipo Seguridad,28,Decreciente,Posible sobrecarga
Sprint_257,2024-12-01,2024,48,Equipo Datos,61,Creciente,Buen rendimiento
Sprint_257,2024-12-01,2024,48,Equipo Integración,46,Creciente,Buen rendimiento
Sprint_258,2024-12-08,2024,49,Equipo Desarrollo,50,Creciente,Buen rendimiento
Sprint_258,2024-12-08,2024,49,Equipo Infraestructura,70,Creciente,Buen rendimiento
Sprint_258,2024-12-08,2024,49,Equipo Seguridad,25,Decreciente,Posible sobrecarga
Sprint_258,2024-12-08,2024,49,Equipo Datos,45,Creciente,Buen rendimiento
Sprint_258,2024-12-08,2024,49,Equipo Integración,53,Creciente,Buen rendimiento
Sprint_259,2024-12-15,2024,50,Equipo Desarrollo,65,Creciente,Buen rendimiento
Sprint_259,2024-12-15,2024,50,Equipo Infraestructura,39,Estable,Buen rendimiento
Sprint_259,2024-12-15,2024,50,Equipo Seguridad,31,Decreciente,Posible sobrecarga
Sprint_259,2024-12-15,2024,50,Equipo Datos,41,Estable,Buen rendimiento
Sprint_259,2024-12-15,2024,50,Equipo Integración,34,Decreciente,Posible sobrecarga
Sprint_260,2024-12-22,2024,51,Equipo Desarrollo,49,Creciente,Buen rendimiento
Sprint_260,2024-12-22,2024,51,Equipo Infraestructura,53,Creciente,Buen rendimiento
Sprint_260,2024-12-22,2024,51,Equipo Seguridad,28,Decreciente,Posible sobrecarga
Sprint_260,2024-12-22,2024,51,Equipo Datos,37,Estable,Buen rendimiento
Sprint_260,2024-12-22,2024,51,Equipo Integración,51,Creciente,Buen rendimiento
Sprint_261,2024-12-29,2024,52,Equipo Desarrollo,51,Creciente,Buen rendimiento
Sprint_261,2024-12-29,2024,52,Equipo Infraestructura,40,Estable,Buen rendimiento
Sprint_261,2024-12-29,2024,52,Equipo Seguridad,51,Creciente,Buen rendimiento
Sprint_261,2024-12-29,2024,52,Equipo Datos,51,Creciente,Buen rendimiento
Sprint_261,2024-12-29,2024,52,Equipo Integración,53,Creciente,Buen rendimiento
